id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3781,HARBORSIDE-Walk to subway,4804,Frank,,East Boston,42.36413,-71.02991,Entire home/apt,125,28,18,2020-12-20,0.27,1,310
6695,$99 Special!! Home Away! Condo,8229,Terry,,Roxbury,42.32994,-71.09351,Entire home/apt,169,3,115,2019-11-02,0.82,4,0
10813,"Back Bay Apt-blocks to subway, Newbury St, The Pru",38997,Michelle,,Back Bay,42.35061,-71.08787,Entire home/apt,70,28,10,2021-01-03,0.80,11,0
10986,North End (Waterfront area)  CLOSE TO MGH & SUBWAY,38997,Michelle,,North End,42.36352,-71.05075,Entire home/apt,73,28,2,2016-05-23,0.04,11,364
13247,Back Bay studio apartment,51637,Susan,,Back Bay,42.35164,-71.08752,Entire home/apt,75,91,0,,,2,0
16384,Small Room in Cambridge Kendall MIT,23078,Eric,,Beacon Hill,42.3581,-71.07132,Private room,50,91,0,,,1,365
18711,The Dorset Redline | 3BR 1BA | Walk to Redline for Mass General!,71783,Lance,,Dorchester,42.32212,-71.06096,Entire home/apt,129,32,52,2019-10-05,0.40,42,147
22195,Copley House - Premium Studio,85130,Copley,,Back Bay,42.34558,-71.0793,Private room,110,1,28,2020-12-20,0.22,6,337
22354,COPLEY SQ...19TH C.TWNHSE SUNNY RM,85770,Robert,,South End,42.34496,-71.07486,Private room,148,2,316,2019-12-13,2.74,4,90
40601,Private room & bath - Jamaica Plain,174986,Robert,,Jamaica Plain,42.3151,-71.11108,Private room,85,56,78,2020-12-31,0.62,1,353
45987,Gorgeous Garden Studio Charlestown,205107,Atef,,Charlestown,42.37404,-71.06118,Entire home/apt,125,3,130,2019-12-10,1.03,1,89
60029,Room in geographical heart of Hub,255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,78,14,141,2019-08-13,1.15,5,179
67774,Corner 1 bed facing Golden Dome,26988,Anne,,Beacon Hill,42.35867,-71.06332,Entire home/apt,75,91,44,2019-10-30,0.44,5,0
69369,Entire two-bedroom apartment near Longwood,255183,Michelle,,Roxbury,42.32546,-71.08894,Entire home/apt,100,28,120,2019-11-15,1.02,5,173
77681,Waterfall Room: Bunker Hill B&B,416912,Christiane,,Charlestown,42.37853,-71.06177,Private room,140,2,54,2019-11-02,0.47,1,0
163941,$99* SPECIAL* 2 bed ApT! Location!,8229,Terry,,Roxbury,42.32965,-71.09503,Entire home/apt,231,3,228,2019-12-30,1.98,4,1
182613,Great 2BR in Boston near everything w free parking,875739,Max,,Charlestown,42.37739,-71.06044,Entire home/apt,79,91,107,2020-11-22,0.93,1,12
190170,In-Law Suite w/Room to Spare :-),841314,Fanny & Candice,,Dorchester,42.31039,-71.06907,Entire home/apt,40,7,71,2020-11-10,0.62,1,140
197727,"Great Boston neighborhood , Jamaica Plain",964356,Jill,,Jamaica Plain,42.3132,-71.11832,Private room,50,30,46,2020-12-18,0.41,1,83
197972,Serene Studio in a Perfect Location,965697,Chris & Kristina,,Jamaica Plain,42.31732,-71.10834,Entire home/apt,110,4,395,2021-01-17,3.50,2,169
210097,Treetop Haven in the City,1035747,Maria Elena,,Jamaica Plain,42.31864,-71.10641,Entire home/apt,93,3,199,2020-11-07,1.75,1,322
220676,Private room off the Freedom Trail.,1144302,Howard,,North End,42.36539,-71.05438,Private room,145,3,251,2020-03-03,2.21,1,89
257588,BOSTON LUXURY FOR LESS!! NEAR BCEC,1355344,Meri,,South Boston,42.33066,-71.03984,Entire home/apt,200,2,338,2020-12-06,3.26,1,239
276450,19th Century Luxury | South End | 1BR 1BA #3,814298,Thatch,,Roxbury,42.33821,-71.07978,Entire home/apt,280,30,93,2020-08-20,0.88,89,0
322593,"Near Hospitals, 28 Day Bking Only,OutdoorSpace",1651480,Edward,,South End,42.34232,-71.07594,Entire home/apt,156,28,409,2020-07-31,4.30,4,0
349347,Experience Past|Enjoy Present|South End 1BR 1BA #2,814298,Thatch,,South End,42.33921,-71.08017,Entire home/apt,83,30,111,2019-09-19,1.05,89,21
400067,Private Room in Spacious Apartment1,1997048,ToRena,,Dorchester,42.30088,-71.0819,Private room,60,91,24,2019-10-07,0.26,4,363
447826,"Sweet Little House in JP, Boston",2053557,Hilary,,Jamaica Plain,42.31658,-71.11012,Private room,71,7,313,2020-03-01,3.00,1,269
496022,"Private Floor, Private Bath, City Location",1956464,Maria,,Jamaica Plain,42.3092,-71.11836,Private room,173,91,16,2016-06-26,0.18,1,0
507525,"Great location, sunny 1-bedroom!",2501324,Guy,,Bay Village,42.34914,-71.06781,Entire home/apt,65,180,9,2013-07-01,0.09,1,0
526970,BACK BAY/COPLEY FIRST FLOOR ROOM,85770,Robert,,South End,42.34523,-71.07282,Private room,148,2,175,2019-10-31,1.67,4,90
530983,The Grand View Redline | 5BR 2BA | Victorian Home near Boston Medical and Mass General!,71783,Lance,,Dorchester,42.31368,-71.0612,Entire home/apt,206,29,67,2019-10-29,0.67,42,291
533114,The Sawyer RedLine | 2BR 2.5BA | 1st Floor unit on Redline to Mass General and BMC!,71783,Lance,,Dorchester,42.3122,-71.0611,Entire home/apt,139,32,54,2020-11-30,0.53,42,0
533152,The Penthouse Redline | 2BR 1BA | Walk to the Redline for UMass and Mass General!,71783,Lance,,Dorchester,42.32212,-71.06096,Entire home/apt,81,32,56,2020-08-01,0.68,42,303
561769,The Sky View Redline | 3BR 1BA | Mass General and Boston Medical!,71783,Lance,,Dorchester,42.31371,-71.06126,Entire home/apt,103,32,61,2021-01-01,0.59,42,167
568234,Stay on your own separate floor,2796082,Margaret,,Jamaica Plain,42.3036,-71.10539,Private room,104,1,272,2020-07-22,2.62,1,360
579605,The Mayhew Redline | 2BR 1BA | Walk to the Redline for UMass and Mass General!,71783,Lance,,Dorchester,42.32212,-71.06095,Entire home/apt,89,32,53,2020-09-21,0.52,42,336
583255,"Boston Beauty, Walk to C and B line",306407,Valery,,Brighton,42.34171,-71.14851,Entire home/apt,149,91,12,2017-07-05,0.12,1,0
601763,"The Alameda 2 Commuter Rail | 2BR 1BA | Brookline Area, free parking near Faulkner!",71783,Lance,,West Roxbury,42.29192,-71.15407,Entire home/apt,129,32,38,2020-08-28,0.82,42,301
611081,Houseboat in Boston Harbor,3029783,Deborah,,Charlestown,42.37579,-71.04981,Entire home/apt,199,2,39,2020-11-28,0.74,2,329
619142,Getaway in Historic Charlestown,501427,Joe,,Charlestown,42.37808,-71.06343,Entire home/apt,175,91,168,2019-10-25,1.63,1,365
646087,1 Bed in Charming Southie Townhouse near BCEC,3236611,Ingrid,,South Boston,42.33477,-71.04995,Private room,190,1,7,2019-06-13,0.13,1,173
708802,Boston / Charlestown Apartment,3648427,Gerard  And Marie,,Charlestown,42.37755,-71.0628,Entire home/apt,200,2,374,2020-01-31,3.71,1,80
743759,AVAILABLE NOW: Private room & shared bath,7969,Carolyn,,Roslindale,42.29424,-71.13183,Private room,25,91,5,2019-09-30,0.05,2,365
753446,6 miles away from downtown Boston!,3962517,Sami,,Roslindale,42.28588,-71.12491,Private room,55,91,142,2019-07-27,2.17,1,365
766700,★ Historic & Private 1BR | Walk to Sites,3637081,Jason Or Jose,,North End,42.36639,-71.05537,Entire home/apt,139,28,483,2019-12-01,5.19,3,89
798957,"★Discounted★ NearHospitals★2floors★ 2 Baths,2beds",1651480,Edward,,South End,42.34232,-71.07594,Entire home/apt,251,28,418,2020-08-01,4.45,4,0
801680,*$89 Special!  BOSTONS BEST!!* Minutes to Center*,8229,Terry,,Roxbury,42.32852,-71.09539,Entire home/apt,169,3,57,2020-03-30,0.58,4,0
801722,$79 Special!!  Minutes to Center!  Private Space,8229,Terry,,Roxbury,42.32819,-71.09405,Entire home/apt,149,3,54,2019-10-17,0.55,4,0
815639,►North End-Everett-Casino| Easy T Access!◄,3637081,Jason Or Jose,,North End,42.36758,-71.05611,Entire home/apt,135,3,550,2019-12-30,5.92,3,92
820073,"Modern Loft, 1700 SqFt. Location!",1911807,Kelly & Chris,,Downtown,42.3558,-71.06104,Entire home/apt,237,4,78,2020-03-03,0.83,2,7
826706,Private Room in Spacious Apartment3,1997048,ToRena,,Dorchester,42.29996,-71.0806,Private room,79,91,7,2015-09-29,0.08,4,364
839265,Private Room in Spacious Apartment2,1997048,ToRena,,Dorchester,42.29822,-71.07621,Private room,61,91,26,2019-09-30,0.27,4,363
863788,"Roof deck-city views. Walk everywhere! 2BR, 2 bath",775932,Andy & Daljit,,South End,42.34367,-71.0708,Entire home/apt,385,2,8,2020-01-01,0.08,1,0
891661,GORGEOUS WATER FRT NORTH END STUDIO,4737456,Paolo,,North End,42.36853,-71.05363,Entire home/apt,95,2,425,2020-12-15,4.45,1,252
894539,Private room in house,4762495,Jennifer,,Roslindale,42.2909,-71.13024,Private room,90,30,59,2020-01-31,0.67,2,294
916123,History- on the freedom trail 1 Bed Apt,3637081,Jason Or Jose,,North End,42.36722,-71.05736,Entire home/apt,199,28,552,2019-11-25,5.85,3,0
962610,Convenient Boston Hotel Alternative,4434391,Damon,,Roslindale,42.29054,-71.13953,Entire home/apt,95,4,96,2020-12-25,1.06,1,0
973695,"Boston Center, Sleeps 1 to 4 people",1760577,Claire,,Downtown,42.35929,-71.06086,Entire home/apt,257,91,60,2019-11-03,0.67,1,365
989163,The Upton Boston - The Dalton,5430185,Laura And Olivia,,South End,42.34308,-71.07316,Entire home/apt,122,2,54,2020-03-17,0.60,7,78
990668,✔Arlington✔Skydeck ✔Walk Score 95✔Full Kitchen,1651480,Edward,,South End,42.34232,-71.07595,Private room,119,3,293,2020-03-17,3.15,4,0
1009275,Urban Treehouse,868067,Laura,,South Boston,42.33269,-71.04536,Private room,120,2,85,2020-03-01,1.81,2,280
1030500,"Cozy apartment, free parking, quiet neighborhood",5670669,Kelly,,Jamaica Plain,42.29106,-71.11594,Entire home/apt,107,1,25,2020-11-28,0.27,1,0
1038465,HANCOCK TOWER/COPLEY ROOM,85770,Robert,,South End,42.34644,-71.07481,Private room,134,2,257,2020-01-03,2.71,4,90
1042420,"Easy access to Airport, Downtown, Seaport. Fenway",5715872,Charlotte,,East Boston,42.38362,-71.02023,Entire home/apt,174,2,87,2018-11-16,0.94,1,295
1055627,Spacious 1 bdrm in Beacon Hill,4299002,Lauren,,Beacon Hill,42.36076,-71.06399,Entire home/apt,160,91,8,2018-09-09,0.08,2,0
1071235,Cozy JP Studio-Great Location!,965697,Chris & Kristina,,Jamaica Plain,42.31748,-71.10819,Entire home/apt,94,2,327,2020-03-17,3.49,2,0
1077105,"Studio Apt. for Rent in South End,",5927277,J,,South End,42.34022,-71.075,Entire home/apt,176,91,0,,,1,0
1090545,ExclusiveBackBayBostonCtr-Pvt Bath&Rm-Comfy Bed,1984434,Irene,,Back Bay,42.34373,-71.08224,Private room,105,3,117,2019-12-06,1.26,2,354
1092093,Duplex Penthouse in Longwood Area,26988,Anne,,Mission Hill,42.33285,-71.10115,Entire home/apt,90,91,32,2019-05-18,0.34,5,364
1109224,4 bedroom Victorian Condo unit,1531239,Lita,,Jamaica Plain,42.32051,-71.11216,Entire home/apt,448,2,76,2020-10-12,0.85,1,360
1161210,Cozy rooms with parking and Wi-Fi 波士顿近郊舒适的睡房附带免费。。,3887707,Emily,,West Roxbury,42.27176,-71.16759,Private room,70,28,209,2019-08-16,2.25,1,203
1167987,Long-term Rental: Single Room/Sh Bath/No Cooking,7969,Carolyn,,Roslindale,42.29317,-71.13016,Private room,26,91,8,2019-04-13,0.09,2,365
1171578,Private Room in a One Family House,3765817,Frank,,Brighton,42.35384,-71.16795,Private room,99,1,249,2019-12-06,2.76,1,365
1187188,Entire loft in Boston,2238969,Kenji,,Jamaica Plain,42.30693,-71.10789,Entire home/apt,136,91,28,2019-07-23,0.34,1,359
1222327,"Cozy, 2 bdr,  2 baths, house near medical area!",6668129,Chuck,,Jamaica Plain,42.32473,-71.10792,Entire home/apt,121,5,15,2019-10-12,0.21,1,0
1252489,Beacon Hill 1-Bed,6824319,Samantha,,West End,42.36176,-71.06745,Entire home/apt,207,91,65,2017-08-28,0.70,1,0
1275498,The Upton Boston - The Washington,5430185,Laura And Olivia,,South End,42.34294,-71.07304,Entire home/apt,140,2,50,2020-11-10,0.55,7,173
1303261,Historic Beacon Hill,2120816,Larry,,Beacon Hill,42.3588,-71.06972,Entire home/apt,425,91,23,2018-10-25,0.26,1,358
1327725,Modern 2 BR in Brighton with Parking,7205617,Mikhail,,Brighton,42.346,-71.1399,Entire home/apt,93,3,273,2020-12-07,2.98,1,81
1340649,1BR in Charming South Boston Condo/Red Line/Beach,7271526,Michaela,,South Boston,42.32825,-71.05704,Private room,66,91,31,2019-10-26,0.40,1,90
1374434,"Authentic Boston, cozy room",255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,65,28,41,2020-03-31,0.46,5,0
1374466,"Real Boston, off the beaten track",255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,67,28,38,2019-12-31,0.44,5,46
1403408,Big Boston room,255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,70,28,19,2020-07-16,0.21,5,50
1425973,Historic brick Victorian row house,1015632,Kevin,,South End,42.33937,-71.08026,Private room,350,91,25,2019-09-06,0.28,1,89
1445064,Bright Sunlit bedroom near Spaulding/Downtown,4724006,Rosalia,,Charlestown,42.38017,-71.06236,Private room,45,28,106,2021-01-02,1.18,1,364
1454258,Inviting Queen Anne Victorian,7799789,Bruce,,Dorchester,42.30844,-71.0464,Private room,80,1,311,2019-11-05,3.43,3,365
1510876,Room with Sleeper Sofa Bed,7799789,Bruce,,Dorchester,42.31019,-71.04829,Private room,60,1,45,2019-08-09,0.50,3,365
1541166,Beautiful Studio 15 min to Downtown,552418,Vanya,,Charlestown,42.38159,-71.07892,Entire home/apt,109,5,39,2020-01-01,0.44,1,179
1544144,Charming Historic Home in Charlestown,7353037,Nancy And Tom,,Charlestown,42.37203,-71.06165,Entire home/apt,350,3,14,2020-08-03,0.43,1,229
1545185,"Large 1 Bed, Kitchen & Bath w/ Off Street Parking",697401,Nick,,Brighton,42.3484,-71.15696,Entire home/apt,100,1,128,2021-01-06,1.44,4,77
1596470,3-story Luxury in Central Location,3483619,Avtar,,Bay Village,42.34988,-71.06918,Entire home/apt,200,28,139,2018-12-28,1.56,1,32
1596664,"Fort Hill Top - 2Bk Private room,  brick townhouse",8513158,Kevin,,Roxbury,42.3256,-71.09413,Private room,49,60,20,2020-03-21,0.59,5,175
1644031,Large Private bedroom by Seaport,8725557,Brooke,,South Boston Waterfront,42.34017,-71.04763,Private room,96,1,260,2020-08-04,4.36,1,90
1668313,Room in Rozzie-Twin Bed-Full Bath,8834105,Rebecca,,Roslindale,42.28194,-71.13337,Private room,58,28,37,2020-07-01,0.42,2,325
1692573,Urban oasis trendy JP 'hood - suite,8814724,Kelly,,Jamaica Plain,42.31338,-71.11719,Entire home/apt,145,2,213,2020-08-12,2.42,1,294
1721016,Quiet Sunlit Attic Studio,7723912,Fj,,Roslindale,42.28607,-71.13236,Entire home/apt,85,30,7,2017-08-05,0.09,2,365
1724900,Charming sunlit house in Boston,7723912,Fj,,Roslindale,42.28291,-71.13268,Entire home/apt,150,28,44,2020-11-30,0.50,2,365
1732804,king sized bed/ Private room in a spacious condo,9090219,Thomas,,Dorchester,42.29041,-71.05853,Private room,45,1,126,2020-03-02,1.42,1,334
1810172,Room for 2 in Rozzie - Full Bath,8834105,Rebecca,,Roslindale,42.28209,-71.13335,Private room,69,28,38,2020-12-01,0.43,2,294
1810397,3Bed/2.5Bath Luxury Triplex South End's Union Park,9485021,Stacy,,South End,42.34279,-71.0711,Entire home/apt,890,4,42,2020-03-09,0.53,1,360
1815326,Back Bay Elegance in Brighton,9508341,Phyllis,,Brighton,42.35509,-71.16242,Private room,99,1,302,2020-03-07,3.75,1,232
1819994,"RIVERVIEWS-Walk Everywhere! Central, Safe LOCATION",9529655,Suzanne,,Fenway,42.34947,-71.09265,Entire home/apt,265,91,2,2018-05-24,0.03,3,362
1821633,Queen Size Four Poster Bed,7799789,Bruce,,Dorchester,42.30958,-71.04792,Private room,100,1,211,2020-03-07,2.40,3,365
1863443,Perfect location in Fenway - washer/dryer & WIFI,9419684,Churchill,,Fenway,42.34411,-71.1013,Entire home/apt,177,15,6,2017-04-29,0.07,37,364
1881298,Private Apartment- Minutes from T!,1920539,Caitlin & Dan,,Jamaica Plain,42.30026,-71.11181,Entire home/apt,117,1,540,2020-12-12,6.55,1,0
1886037,Beautiful Penthouse in Beacon Hill,1587128,Daniel,,Beacon Hill,42.36056,-71.07141,Entire home/apt,239,91,1,2015-07-24,0.01,1,0
1956275,"Beautiful 3 bd- 1.5 bath with parking, in Boston.",9622924,Emmanuel,,Jamaica Plain,42.30829,-71.12399,Entire home/apt,599,91,105,2019-05-20,1.23,1,0
2000797,"Sea view,balcony,15min by metro to center,safe st",9898255,Jessica,,Dorchester,42.31502,-71.06115,Private room,70,2,143,2019-11-03,1.79,5,0
2014651,One Private Bedroom in J.P.,2155838,Molly,,Jamaica Plain,42.30711,-71.10582,Private room,120,91,38,2019-09-02,0.44,1,365
2014882,1 bedroom and private bathroom,1521296,Yossi,,Brighton,42.34126,-71.15717,Private room,67,3,224,2020-03-15,2.79,2,77
2021483,Spacious Updated 2 Bed Boston Condo w/ Deck,10197317,Shannon,,South Boston,42.33535,-71.04741,Entire home/apt,650,1,8,2020-03-01,0.15,3,362
2021489,Spacious Updated Boston Room/Condo,10197317,Shannon,,South Boston,42.33323,-71.04933,Private room,220,1,85,2019-09-25,1.47,3,0
2022303,Great location! Modern 2BD 2 BA w/Parking,10393465,Gary,,South Boston,42.34179,-71.05274,Entire home/apt,264,2,199,2020-10-11,2.33,2,246
2108738,Back Bay Studio,10750832,Tom,,Back Bay,42.35046,-71.08894,Entire home/apt,70,91,34,2016-08-14,0.40,1,0
2126053,"Studio, w kitchenette, in owner's Beacon Hill home",10844648,Janet,,Beacon Hill,42.35672,-71.07147,Entire home/apt,145,5,106,2020-10-24,1.29,1,134
2141306,Modern 2Bd1BA in Downtown Boston,5355690,Kyle,,Downtown,42.35447,-71.06011,Entire home/apt,300,91,7,2017-06-18,0.08,1,0
2183058,Historic Boston North End Condo,11132080,Cindy & Mark,,North End,42.36429,-71.05452,Entire home/apt,195,91,169,2019-12-16,2.02,1,365
2183117,I bdrm in Boston/Allston/Brookline,11132354,Alla,,Allston,42.35159,-71.13347,Entire home/apt,125,30,48,2019-08-30,0.66,1,173
2215762,The Upton Boston - The Clare Suite,5430185,Laura And Olivia,,South End,42.34303,-71.07305,Entire home/apt,140,3,31,2020-10-11,0.38,7,86
2219399,Sunny Private Room & Bath in JP: Breakfast+Parking,1624549,Andrew,,Jamaica Plain,42.30073,-71.11431,Private room,112,2,183,2020-11-23,2.24,1,261
2277821,Sparkling New 2BR / 2BA in Back Bay,9410008,Jason,,Back Bay,42.34877,-71.08418,Entire home/apt,210,10,182,2021-01-01,2.20,17,341
2292495,furnished 1 bed apartment copley #5,9653086,Glenn,,South End,42.34125,-71.07604,Entire home/apt,75,33,71,2020-11-22,0.92,6,326
2372987,Modern South End Pied a Terre | 1BR 1BA,814298,Thatch,,Roxbury,42.33612,-71.07754,Entire home/apt,100,28,88,2020-03-29,1.04,89,0
2378421,Light-filled Private Suite on Beautiful Street,12150111,A And L,,Jamaica Plain,42.31144,-71.11864,Entire home/apt,144,2,131,2020-10-26,1.59,3,140
2395326,* Brownstone Classic South End,12230539,Tim,,South End,42.34568,-71.07169,Entire home/apt,119,2,409,2020-09-20,4.88,2,0
2410846,Sunny Beacon Hill private 1 bedroom,3137257,Elyne,,Downtown,42.35777,-71.06218,Entire home/apt,90,91,36,2020-11-25,0.45,2,249
2444202,Beacon Hill apartment - 1 bedroom + office,51637,Susan,,Beacon Hill,42.3596,-71.06555,Entire home/apt,65,91,0,,,2,0
2495047,The Upton Boston - The Upton,5430185,Laura And Olivia,,South End,42.34309,-71.07316,Entire home/apt,144,4,30,2020-11-02,0.39,7,246
2526773,Charming comfort 1 BR / Studio,12165186,Masha,,Brighton,42.3438,-71.1563,Entire home/apt,52,91,15,2020-12-01,0.19,2,200
2583074,Cozy room in a charming villa.,13226301,Mohamed,,Roslindale,42.27965,-71.13606,Private room,40,2,41,2020-10-20,0.52,3,233
2658094,"Beautiful Boston NEnd spacious & Light 2Bd, 1BA-2D",5578043,Dror,,North End,42.36597,-71.05271,Entire home/apt,116,28,145,2020-11-09,1.80,4,219
2672058,"Modern loft, walk to subway",13565868,Christie,,Allston,42.35322,-71.13227,Private room,85,91,12,2016-09-09,0.15,1,0
2701124,Charlesview Suites Back Bay,13822322,Varouj,,Fenway,42.34479,-71.08658,Entire home/apt,280,3,78,2020-10-17,1.00,1,365
2723274,Lofty Modern 2BD Apt 800 sq ft,8790904,Albert,,Bay Village,42.34868,-71.07043,Entire home/apt,200,2,26,2019-10-27,0.32,1,0
2737853,South End Chic,14008862,Mariel,,South End,42.34322,-71.07211,Entire home/apt,160,91,5,2015-07-06,0.06,1,0
2754975,Perfect Location to Explore Boston,6885890,Jonathan,,Beacon Hill,42.35757,-71.06366,Entire home/apt,150,180,100,2019-08-21,1.25,1,143
2843445,"""Tranquility"" on ""Top of the Hill""",3164508,Marilyn,,Roslindale,42.28195,-71.14102,Private room,85,91,75,2017-12-31,0.92,2,365
2846739,SECOND FLOOR PARLOR ROOM,85770,Robert,,South End,42.34623,-71.07364,Private room,140,2,177,2019-10-31,2.16,4,90
2881388,3BR / 2BA + Prvt Deck in Back Bay,9410008,Jason,,Back Bay,42.34877,-71.08418,Entire home/apt,304,6,187,2020-12-14,2.32,17,357
2886933,BEAUTIFUL SINGLE FAMILY VICTORIAN in Hyde Park!,13776857,Katy,,Hyde Park,42.26118,-71.11989,Entire home/apt,229,2,93,2019-11-30,1.15,1,5
2892825,Luxury Sunny Hill Garden Townhouse Suite 1,14785487,Aihua,,Roxbury,42.31018,-71.08543,Entire home/apt,428,28,14,2019-08-31,0.19,4,365
2963419,Garden Oasis #1,15123694,Lucia,,Jamaica Plain,42.31804,-71.11687,Private room,95,91,27,2019-06-27,0.33,1,0
3068453,"224 Tremont St. · Downtown Studio Apt, Perfect for Medical Workers",2356643,Voyage,,Downtown,42.35188,-71.06418,Entire home/apt,67,2,200,2021-01-05,2.49,15,323
3164650,2bd APT 20min from Downtown Boston,16052189,Jonathan,,Hyde Park,42.23597,-71.13151,Entire home/apt,89,91,33,2019-08-01,0.42,4,324
3193484,Very Short Walk to the Red Line!,16186589,Marie,,Dorchester,42.28819,-71.06921,Private room,40,30,7,2019-09-15,0.11,25,264
3229255,1bd Boston apt - Convenient & quiet,16343599,Ella & Will,,Roslindale,42.28703,-71.13354,Entire home/apt,125,3,117,2020-03-16,1.48,1,0
3294152,"Garden Suite near subway, beach",9898255,Jessica,,Dorchester,42.31503,-71.06214,Entire home/apt,120,2,202,2019-12-01,2.53,5,365
3302294,Back Bay Quiet Renovated Studio Apt,1369968,Christopher,,Back Bay,42.35258,-71.0826,Entire home/apt,175,28,252,2019-08-30,3.14,2,180
3325306,Quiet Southie 2bd Near the Beach and Broadway,10849730,Kara,,South Boston,42.33489,-71.03295,Entire home/apt,75,28,21,2019-09-02,0.26,1,0
3344322,"Eagle Sea view,15min metro ride to center,safe st!",9898255,Jessica,,Dorchester,42.31322,-71.0617,Private room,70,2,93,2019-11-23,1.17,5,284
3414993,Gorgeous Condo w Huge Patio Back Bay Boston Common,7849580,Ann-Marie,,Downtown,42.35204,-71.06665,Entire home/apt,350,91,0,,,1,0
3441982,New Stylish Modern Studio,13819661,Jen,,Roxbury,42.31943,-71.09432,Entire home/apt,94,7,119,2020-06-30,4.24,1,0
3457722,"Sunlit w/ huge kitchen, parking & easy to downtown",6209951,Jeff And Rachel,,Brighton,42.35457,-71.15949,Entire home/apt,210,3,48,2020-03-17,0.61,1,12
3463914,4th of July Dream Spot!,17452489,Nathaniel,,Back Bay,42.35049,-71.08826,Entire home/apt,248,91,27,2016-07-17,0.34,1,0
3493840,"Beautiful, Comfortable and Cozy",11554621,Gretjen,,Jamaica Plain,42.305,-71.10719,Private room,98,31,7,2020-03-15,0.09,1,364
3520353,Luxury Beacon Hill Apartment 1-BR,6508758,Xerxes,,Beacon Hill,42.35884,-71.06332,Entire home/apt,198,91,251,2020-01-01,3.18,1,363
3521944,"Beautiful, Quiet, and Safe!",17735272,David,,West Roxbury,42.29516,-71.15724,Entire home/apt,119,91,4,2014-09-14,0.05,1,0
3539510,The Roseclair | 3BR 1BA | 2nd Floor near UMass Boston Redline T station!,71783,Lance,,Dorchester,42.32213,-71.06094,Entire home/apt,129,32,31,2019-06-13,0.41,42,224
3544343,Beacon Hill!! Feet Fom State House,17843002,Christian,,Downtown,42.35844,-71.06153,Entire home/apt,100,91,0,,,1,0
3575220,The Artist room in beautiful villa.,13226301,Mohamed,,Roslindale,42.28028,-71.13587,Private room,50,2,23,2020-01-15,0.30,3,233
3602379,"Modern, Spacious 1BR for 4 - Easy Marathon Access!",18150109,Alex,,Roxbury,42.32909,-71.09457,Entire home/apt,167,91,254,2019-11-16,3.32,4,365
3623811,Lux Downtown Boston 1BR Apt w/pool,9419684,Churchill,,Chinatown,42.35233,-71.06208,Entire home/apt,181,15,9,2015-02-27,0.11,37,365
3656168,Parking Close 2 Downtown Renovated,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,38,91,6,2018-12-17,0.09,31,365
3677662,Stylish flat near subway/Harvard/BU/BC & Food!,660123,Steffen,,Allston,42.35573,-71.13072,Private room,59,29,53,2020-03-22,0.67,1,264
3705824,Small Rm +walk-in closet Easy to Longwood/Downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,33,91,0,,,31,365
3749523,Grand Colonial in Historic Boston.,3842205,Nicolo,,Charlestown,42.37191,-71.06333,Entire home/apt,125,32,276,2020-11-25,3.51,1,218
3890373,Beacon Hill Fabulous One Bedroom Apartment,19357187,Paul,,Beacon Hill,42.35764,-71.0657,Entire home/apt,125,28,237,2020-03-18,3.06,1,270
3930872,2 br @ Harvard Business School,56583,Nat,,Allston,42.36509,-71.11964,Entire home/apt,117,91,1,2014-09-28,0.01,1,0
3957602,The Hedges: Sunny urban garden home with breakfast,2127414,Katharine (Kit) And Scott,,Jamaica Plain,42.31168,-71.10613,Private room,94,1,128,2020-03-21,1.66,1,19
3965313,Minutes to Boston-Near Beach 69-1,20551003,May,,East Boston,42.38679,-71.00302,Private room,42,91,91,2019-11-11,1.93,1,90
3968797,Sunny bedroom in large quiet house,4762495,Jennifer,,Roslindale,42.29111,-71.13134,Private room,85,30,56,2020-09-02,0.79,2,141
3969526,"Sensational South End- 2BR, no stairs, Location!",5408229,Liesl,,South End,42.33763,-71.07395,Entire home/apt,150,28,344,2020-05-04,4.44,1,92
4000384,Sunlit room with private bath,10910804,Evelyn,,Jamaica Plain,42.31633,-71.0991,Private room,90,2,181,2020-03-01,2.33,1,92
4085362,"""Room with a View""  from ""Top of the Hill""",3164508,Marilyn,,Roslindale,42.28175,-71.14032,Private room,85,91,26,2017-09-30,0.34,2,364
4089940,"North End, 1 Bed Apt w/ office, Boston",20857768,Compass,,North End,42.36596,-71.05268,Entire home/apt,100,14,56,2020-11-06,0.73,3,2
4090224,Sanitized Modern 3BD private home-near BCEC,17783651,Tiffany,,South Boston,42.3357,-71.05395,Entire home/apt,146,1,586,2021-01-03,7.65,1,322
4105704,Sunny Private Studio Aptmt,21299112,Helen,,Jamaica Plain,42.30236,-71.11491,Entire home/apt,125,3,256,2020-12-12,3.35,1,0
4148586,Back Bay Charmer,3588191,Kelly,,Back Bay,42.3533,-71.07272,Entire home/apt,225,91,15,2015-10-27,0.21,1,0
